variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M973.3714T10.37	14.77608856	14.35639488	15.01698322	14.38471766	14.96466666	14.61100635	14.55672876	14.91492744	14.12799271	14.97794888	14.55868019	14.03169776	14.9785344	14.66425449	14.45188335	13.06688989	13.94209476	13.85304829	13.93181323	13.12980429	13.10084316	13.76998347	14.2978699	13.72089298	13.29999928	14.39435149	13.41157454	13.62276452
M401.1571T5.46	21.62011107	21.13217022	20.65317659	19.74145168	20.87688111	20.31546249	20.1542359	20.86256093	20.16991889	18.89762953	19.91081969	20.20835583	20.78940947	20.65136795	19.20525083	19.02903104	19.24494167	16.92053779	18.38892625	18.68281701	18.65459827	18.94338649	19.78147242	18.15495454	19.22905583	19.15929732	18.53027487	19.71144197
M289T9.1_D.Sedoheptulose.7.phosph.	20.45542455	19.58742484	19.74965276	21.53758385	21.11067892	19.84163821	19.87936008	19.69088874	19.05555942	19.27552505	19.56117363	19.4115685	19.39450205	18.9354891	19.4603241	21.30212403	21.53291138	21.56759963	20.68363975	20.75797753	20.65372066	22.40525731	21.57237734	20.43100783	21.4025536	20.78124043	21.10175708	22.16662804
M859.7725T10.45	15.86061757	15.30832943	15.25419674	16.84808007	16.7337277	16.62045611	15.62433112	15.94373685	16.23249007	17.09228744	16.69270267	16.38555995	16.40897468	15.26144046	16.20259066	14.06507444	14.53615553	14.61728321	14.56566619	14.50255152	14.52294804	15.17758928	14.38048136	14.65681978	14.66522598	14.9893466	15.06174161	15.97214425
M858.2681T10.45	18.87637725	18.33854402	18.29746039	19.84917355	19.78749163	19.54254297	18.62594744	18.92775569	19.24196826	20.12058594	19.73300026	19.47951247	19.38579522	18.25894874	19.25752044	17.17522303	17.57380027	17.62257094	17.63061553	17.73294777	17.52377787	18.2424931	17.4206478	17.72164127	17.84703471	18.06421016	17.90415536	18.96129537
M859.2709T10.45	17.38641237	16.81308848	16.73016627	18.26392569	18.26095811	17.99527416	17.12049001	17.34062381	17.77180281	18.56965909	18.20006956	17.87858382	17.79138931	16.74458948	17.74899995	15.63089362	16.02278305	16.13433406	16.17141686	16.22536505	15.98069164	16.72257676	15.91004304	16.07918329	16.24130766	16.57488485	16.35379537	17.43971078
M631.2581T10.35	17.2171313	16.2797863	16.87385741	16.41039686	17.11929477	16.4726718	16.14646645	16.90482628	16.69387622	16.3075148	16.47610666	16.48581516	16.54160834	16.18181051	15.80866031	14.02397348	15.24321267	15.06442575	14.65816015	14.78109482	14.43858136	16.34229139	15.96823028	14.88282786	15.5701676	15.62781627	15.53368014	15.73662601
M414.6351T10.43	15.80846173	15.29123151	15.28740577	16.58512613	16.63149824	16.354617	15.62284744	15.92368589	16.16882938	16.71158766	16.58444009	16.03450625	16.27685175	15.00424461	15.88307257	14.46856932	14.65957898	14.80868721	14.86492269	14.75666733	14.65117729	14.66824846	14.51672372	14.71483739	14.94838046	14.68239224	14.92249474	15.91218016
M220.1075T3.43	18.13821079	17.78196092	18.07854227	18.15930669	17.93808118	17.34604966	17.91516922	18.15604653	17.65571169	17.12636771	17.78575832	18.23784108	17.78719348	17.38336764	16.94685146	15.53399945	16.59511905	16.43467302	16.21976372	17.20697713	16.48014661	16.54932578	16.87122665	16.24519763	17.25773404	16.56807621	17.21086917	16.82647773
M828.7746T10.46	15.49644406	15.05847885	14.7817731	16.56644267	16.50073391	15.91334174	14.53990093	15.78887098	16.13011241	16.68322904	16.503108	16.05362812	16.27656427	14.89786247	15.68600638	12.76169126	13.87862286	14.14399377	13.54379914	13.66408946	13.41539452	15.26835266	13.23925601	14.00209067	14.28508356	13.32998129	14.07278579	15.48278307
M481.2409T2.96	15.59383489	15.62581984	16.07501549	15.19683877	15.67492849	15.75644634	15.23177619	15.360047	15.54068687	16.2336457	16.22777706	16.13836481	15.99251663	15.53225942	15.55948823	12.14414709	14.27631273	13.54686914	14.16924075	13.77489205	13.55662819	13.76180468	15.47888588	12.13524883	14.4801597	14.93428935	14.77564629	13.85842982
M253.0933T7.17	17.23058998	18.39725431	17.42258797	17.4297745	18.20064146	17.788984	16.51390567	18.03360206	17.94583187	16.99000865	17.75617644	17.53635499	17.48943719	17.81145247	17.32978758	15.81223222	15.19623441	14.27397694	15.27281893	16.79047196	16.26652578	16.57218461	16.24426813	17.08197331	16.63497975	16.30732374	15.4477193	15.42817106
M293.5344T10.22	14.3391165	15.3531451	15.49364596	14.4035327	14.63403789	14.5119336	15.18815185	14.97991057	15.06127625	15.81351943	14.38703721	14.42632439	15.6693424	15.59966242	15.58980649	15.86639006	16.36897275	16.30705438	16.5796368	16.15516233	16.14686755	16.0829245	16.17499842	16.5345099	16.17255818	16.21535174	15.80901971	15.68822544
M652.2337T4.99	18.93471454	19.66296107	19.13771314	19.67928112	19.40555929	19.22139171	19.99593963	19.67236526	19.80884229	20.33994566	19.58291395	19.82623642	20.12435737	19.34996083	20.748423	20.30212905	20.69066473	20.9048301	21.12445456	20.3508723	20.50614	20.98628857	20.07179883	20.94944061	20.84040991	20.74360259	20.58130542	20.68850132
M858.7697T10.45	18.31365985	17.79179818	17.74830097	19.32793502	19.26172973	19.00834354	18.1186912	18.40377391	18.75575507	19.5250237	19.18259488	18.87340866	18.83560111	17.72874428	18.70879763	16.65993041	17.01548366	17.14269044	17.17283083	17.16732601	17.0333617	17.7548151	16.85152336	17.11492778	17.31509206	17.55417362	17.39059723	18.46019069
M439.1412T2.29	0	7.633969505	0	0	0	7.909784503	7.650823426	0	11.0052512	10.45163664	7.800550505	9.484819471	10.70280816	7.731193426	13.32841407	15.16349873	15.94894778	15.08489432	15.0156851	15.3714908	15.49138746	13.64027657	13.85096034	13.50748496	14.86154107	14.53448588	14.36265412	14.56616228
M367.1362T5.37	19.83140575	19.4317155	19.61213454	19.20185231	19.56049723	19.03779305	19.66068989	19.83519198	19.22440732	18.10628944	19.0094227	19.16236846	19.11074939	19.38890019	18.74796577	17.65175806	18.57597385	17.50477322	17.84835092	18.22261757	18.13575788	18.51358073	18.83565384	18.02187408	18.3870947	18.3047341	18.16222806	18.77577326
M318.0615T6.35	16.66684672	16.3259366	15.87323574	16.80829932	16.95560223	15.9391407	17.3716014	16.69637533	17.26230593	17.23267106	17.18599814	17.06962388	16.84436741	16.27697657	17.39994043	17.50459246	17.4046252	17.93252043	17.29238365	18.11461165	18.28027055	17.43192194	17.08705669	17.5311743	18.52029141	17.71606585	18.12520055	17.35773412
M825.2533T10.64	16.40184299	15.89402881	15.73681572	16.61017706	16.81459999	16.3312436	16.22007673	16.16489652	16.60653881	16.71385098	16.82662793	16.50901149	16.67576136	15.96063619	16.26900136	15.41170991	15.32509776	15.64371163	15.62780317	15.54342822	15.27182738	15.81332201	15.46809292	15.71180434	15.65528138	15.74824186	15.54484342	16.14744921
M289.0682T9.72	18.45465955	17.82026686	17.90748279	18.25388164	18.10614629	17.83310318	18.03387141	18.17073439	18.20865065	18.28056373	18.37550446	18.11451151	17.96782909	17.930392	17.87387482	17.08854603	17.2597212	17.2855142	17.69114032	17.19860235	17.24012423	17.70576196	17.86464079	17.59434793	17.52228574	17.48073578	17.57322409	17.6902613
M478.1685T8.62	16.2402245	15.43144863	15.95812401	14.90938779	16.18239397	15.49344613	15.47439485	16.35394523	15.97887957	14.84076022	15.73631287	15.86339453	15.66078674	14.76754308	14.99348553	13.03220246	14.1243451	14.42331488	13.64362173	13.75453367	13.9746745	15.30372511	14.78790307	13.60233699	14.55997212	14.57090225	14.43338788	14.43308268
M398.0532T8.55	13.51930207	13.25480217	14.23752966	13.29388256	13.73056672	12.07972244	14.76608524	14.55075099	10.20180659	9.254204275	11.87949978	11.64274489	12.7583215	12.1994785	14.01332006	15.08125207	16.10366729	15.6384181	17.00313136	16.59603787	15.9585099	14.67293908	16.12364696	16.27295011	15.46228147	15.44000647	15.35365514	15.13467899
M543.2523T8.63	15.54990647	15.18205133	15.21570703	14.74171345	14.61592902	14.83748208	14.85188761	15.02853894	15.34817521	16.08270084	14.95286453	15.62384006	14.90877633	15.20003535	15.19547641	10.89813124	13.36000618	12.29220629	12.34063403	12.91235683	12.62278122	14.98392392	13.51202684	13.84549691	13.82575185	13.80720296	14.25152383	13.94961974
M374.1148T10.44	15.50422778	14.79191427	14.94168497	16.07039121	16.16899543	15.8030547	15.1428023	14.63815701	15.86582894	16.20816023	16.19581548	15.72802625	15.55027032	14.79409801	15.24553562	13.7635786	13.46549753	14.06198625	13.9258131	13.77860592	13.4690236	15.18750595	13.89477041	13.99950593	14.43080861	14.34431464	14.41216029	15.14059335
M740.2475T8.93	16.9786479	16.26604037	16.4386447	15.92782818	16.83091747	16.40412605	15.63517111	16.69235532	17.04693321	15.92726801	16.66250427	17.09040813	16.52069418	15.99078206	16.04352569	12.57415829	14.27344085	14.04978815	13.85063614	14.94739632	14.87725345	15.94178101	15.20650083	14.62726655	15.5302405	15.20062164	15.60219053	14.97503784
M623.1684T9.63	18.17778205	17.98624093	18.06402539	17.95421903	18.20593926	18.05507797	18.04087028	17.78082232	18.10530545	18.44658943	18.28261111	18.24830378	18.18229784	18.17851362	18.09500186	17.51598467	17.45549579	17.29952912	17.51497982	17.14764815	16.85082535	17.75864484	17.81151895	17.81484904	17.10902156	17.82827845	17.68737227	17.22025172
M437.4722T10.99	14.09224015	13.85959302	13.77758615	15.00813357	14.80637038	14.77934797	13.84395539	14.06298042	14.55434423	14.92213558	14.78702509	14.41880925	14.68341794	13.74376782	14.14462797	12.58060601	12.02781168	12.43002752	12.7041961	12.97267973	12.18297312	14.37436573	12.80891371	12.06309168	13.30386635	13.50467625	13.19838457	13.93053407
M304.0227T5.8	14.09967245	13.51261702	12.84429816	13.40563478	13.62550909	12.68129289	13.62770828	13.8233553	12.69876196	12.50313453	12.30092163	11.83172526	13.22018256	14.06620526	11.96293504	14.56550852	14.48754174	14.30706487	14.31701825	14.68392778	14.20911596	14.33314207	14.714839	13.91372811	14.0211587	14.23216457	13.61843483	14.35698628
M876.7579T10.45	15.90601142	15.52717183	15.43268608	16.21950472	16.38423754	15.92338436	15.83181367	15.85663878	16.0001378	16.36048757	16.29586703	16.23654475	16.16287927	15.4719276	16.0784988	14.88921922	15.12550267	15.14291316	14.73642889	13.97329287	15.01097604	15.30322065	15.2337833	14.14810394	15.24535847	15.33097043	15.00489328	15.69804399
M322.045T9.28	17.99928107	17.86293333	17.67691572	17.36155831	17.70603256	17.41961707	18.3717171	18.22298447	17.74874057	17.98026344	18.19075981	17.99040261	16.74841956	16.92646163	18.1509065	17.70669229	18.33679332	19.1077394	19.10507368	18.86682765	19.06240352	18.29800975	18.25152078	18.7564941	19.0353812	17.83424327	18.68787797	18.39131157
M812.2682T9.42	16.35002599	15.90793702	15.85515683	15.45988559	16.41604983	16.75115959	15.5948054	16.30140313	16.24883522	16.40277826	16.4838024	15.86269886	16.13428914	15.11538916	15.45687255	12.19928279	14.00134749	14.09697781	14.50255462	13.42713996	13.2769886	15.23901258	14.78263739	14.18498224	15.03397354	15.03936076	15.35249213	14.91003789
M105.9203T2.37	16.42367871	16.07122074	16.74630962	16.31990394	16.97621282	16.83748469	16.90035416	18.09504382	16.81783816	17.04527034	16.80882518	16.02869272	16.71840224	16.24988688	16.7731695	13.7921206	15.17400194	15.10011617	15.87706887	15.61914743	15.34670475	15.11003678	15.07782346	16.59101238	16.12350287	16.18626779	15.18196328	15.36990421
M454.1937T5.98	19.29007669	19.20238261	18.55576232	18.92889162	19.57415352	18.65128053	18.29571962	19.23695314	19.73305472	18.47439318	19.27873484	19.05225891	19.13783019	18.89531197	18.28824202	16.2767331	16.33803297	16.47386537	16.79116289	17.25589531	16.84988274	18.94635832	16.9418649	17.21188829	18.23570061	18.2794274	17.96988506	18.1730056
M499.2151T5.52	18.35061465	18.00813697	18.14917155	17.00088798	17.93486972	17.45961092	17.60853422	17.82779546	17.69590861	16.89398403	17.51437966	17.8194257	18.49396096	18.07085888	17.11224401	15.69843066	16.58467791	14.29327549	16.34873023	16.60491325	16.32205471	15.95208667	17.22714679	15.7161145	16.9063927	17.07050883	16.34364239	16.75765565
M762.6608T10.37	13.91992009	13.7565188	13.12430228	14.03763274	13.74223995	13.87778067	13.1413694	13.77578618	12.644398	12.38802778	13.47374379	12.84964221	12.63818677	12.8574568	13.95130748	13.6525145	14.2707815	14.44873257	15.14896547	14.63706124	14.62516088	14.55126186	14.25430527	14.50461294	14.71155459	14.32559217	14.74549103	14.93965037
M247.0462T10.34	12.14762597	11.85386859	11.61127845	9.064882852	11.2486718	12.95129892	13.79427979	13.13557816	10.73109243	12.76098435	11.49276601	10.06578366	10.38072296	11.74173367	11.89273367	13.5351259	13.96230319	14.3528352	14.44507435	13.3277477	13.28061318	14.17841587	13.64171761	13.99458149	14.46513782	13.42786017	14.18546085	14.11115605
M793.3105T10.54	16.5722505	15.42265711	15.89014764	16.00714687	16.65262374	15.79250233	15.43839975	16.27190213	16.08294881	15.72654202	15.98888369	15.75881892	16.10755261	15.3215399	14.9831241	13.63327794	14.56211241	14.17989898	13.76655272	14.0993848	13.6042312	16.11391509	14.98052609	14.25648514	14.6859916	14.86210845	14.68513422	15.38419993
M830.2763T10.44	18.19477513	17.5878156	17.58454124	18.56156727	18.59038347	18.20012513	17.95035142	17.94274758	18.25998549	18.62919616	18.5609306	18.35266333	18.46454814	17.63721779	18.1383213	17.06655384	17.22986933	17.36629916	17.33136485	17.29149629	17.07782755	17.82201869	17.16067802	17.46293675	17.35165704	17.42945823	17.34701747	17.91649356
M443.6391T10.43	18.98010136	18.31086658	18.26634368	19.72815652	19.81566114	19.47350183	18.61283467	18.99621417	19.306699	20.03847429	19.70284855	19.262241	19.25836866	18.25492204	19.036483	17.38960277	17.57676185	17.73886215	17.87828206	17.69718818	17.496814	18.653958	17.54124638	17.86543244	17.97219733	18.02768628	18.01669242	18.85761658
M316.1054T5.43	16.96334429	16.38675825	16.89818331	16.22781296	16.78400598	16.68324	15.90337468	16.98007597	15.77073667	15.19040768	16.01745808	16.02068463	15.96108472	16.26835449	15.19079192	13.67774056	14.87277394	13.7619937	11.58800389	13.16455076	13.79575964	15.47022608	15.83756117	13.67766679	15.11653403	15.01194441	14.76057962	15.70488007
M214.9965T9.78	14.8355649	14.99114624	14.98463874	14.77294082	15.08040951	13.98830479	16.69333449	16.23122249	14.9746606	15.41099021	12.78575079	14.78669488	14.40263105	14.10059418	16.20335164	15.51757067	16.80137366	16.19846883	16.7409244	17.13092745	17.24378298	16.16018638	16.63801725	17.27462203	17.29636599	16.58801595	17.31315053	16.41346067
M827.2695T10.44	24.04026923	23.48070504	23.4682734	24.52579337	24.4733525	24.1028212	23.83576978	23.87621472	24.15975765	24.59481418	24.42440538	24.19335014	24.32414689	23.51724851	24.03038164	22.95157251	23.06301302	23.26279983	23.2053406	23.23457583	22.97130094	23.68428602	23.05245528	23.2692671	23.25392609	23.31687121	23.22543826	23.85791486
M367.0822T2.28	15.45140657	14.20577493	14.17397689	19.0970463	17.4508367	13.2671981	12.30500521	8.445754839	12.13329251	12.29683908	13.62494849	13.0121552	14.53105731	13.09509797	9.689108152	11.09039233	7.718211594	0	0	0	0	10.69086926	12.15042259	0	9.121643593	7.986827868	8.782859009	13.58127827
M802.0286T9.25	14.91075655	16.06586291	16.13201105	15.66579335	13.63378537	14.52896866	16.79945365	15.87345132	16.57723939	15.54937918	16.10569432	16.09686481	15.12243492	16.13762039	16.7372896	16.47724173	17.31104581	17.25254533	17.38582449	17.08407133	17.30245061	17.21645411	17.11003362	17.37062611	17.09048669	16.93939671	17.18189958	16.97464313
M414.1273T5.17	17.47652156	18.00322142	17.67235904	17.46382528	17.89831087	17.55931958	17.99807251	17.91030954	18.24161547	18.00050623	17.92839577	18.13250124	18.02160031	17.80199689	17.73042901	18.07615431	18.64846748	18.4259936	18.16318923	18.30640263	18.26323985	18.46883402	18.51984162	18.3430126	18.78971034	18.44614474	18.66923526	18.59476124
M266.0885T8.33	21.73669218	21.50948605	21.94734729	20.55414663	21.57479584	21.407831	21.57189658	21.75689914	21.71927392	21.96508778	21.90610045	21.69756151	21.79268744	21.40159256	21.59196558	19.81373454	20.76836285	20.50023795	21.14786697	20.77755552	20.73029267	20.24268567	21.17267838	20.8880483	21.19791616	21.13289379	21.03024751	20.62036303
M969.2926T9.57	15.85690499	15.91722917	16.1230154	14.25610178	15.41989666	15.83754417	16.02627552	15.93900177	16.33825552	16.3949811	16.13803536	16.15862941	16.59317765	16.3194241	16.24973957	13.58510925	14.12055704	12.91239183	14.96301707	13.60535335	13.33571833	14.75707639	15.08042616	15.52783006	14.65445031	15.03914782	14.99579762	14.47855287
M603.1589T8.18	14.93693464	15.58403528	15.50861992	12.47078087	13.8843289	13.39157119	14.28048371	15.19966391	15.39867723	14.762667	14.87978233	15.63048243	15.01840972	14.91397581	16.50827621	15.33716646	16.79852243	16.35028694	19.30811924	19.20818315	18.81455117	16.30763575	16.50067448	17.73497285	17.06523204	17.17128921	16.97315249	15.39974421
M566.1576T9.63	18.53992516	17.9127502	17.37543234	18.48628472	18.5274793	18.22485194	17.31853575	17.81184691	18.83678205	18.23341231	18.8609148	18.73776392	18.48318243	17.90849993	17.61790863	16.6429077	16.37198419	15.93292637	15.60833598	15.97004229	14.03892242	18.12974586	16.7511125	16.71317437	16.93195631	16.64887434	16.87976032	17.43826068
M444.642T10.43	15.64969741	14.7526493	14.86275503	16.45239119	16.56618414	16.20286802	15.24524481	15.65510777	15.92748401	16.7047912	16.44238648	15.87625889	15.99357619	14.83422907	15.76741531	13.86399167	14.1693261	14.38762224	14.17517292	14.12533436	13.92136771	15.21288581	14.02725982	14.44119672	14.63602299	14.49702786	14.68422263	15.56336969
M103.9211T2.37	15.17274909	14.85824452	15.50849447	15.03759464	15.70746865	15.5898906	15.6539513	16.84415838	15.52898016	15.80037365	15.50052375	14.75534569	15.49575968	15.07389585	15.48572914	12.4424632	13.8999509	13.81010758	14.61871627	14.38311127	14.04274894	13.79978341	14.05433729	15.39629542	14.82108975	14.89150814	13.90464684	14.20939481
M698.1322T9.27	18.162589	16.8967924	17.22076752	17.82629834	18.45436999	17.81155218	17.12027332	18.26237614	17.66543447	17.57259661	17.73970547	17.83360972	17.62812724	16.76488325	17.11683331	14.69414619	15.78192597	15.58524542	15.73917198	15.88201059	15.75945288	17.53858909	16.60958204	16.13304666	16.37080811	16.1794018	16.62619099	17.17204948
M190T2.1_N.Acetyl.L.methionine	20.35189035	21.23877091	20.73629457	19.63667188	19.93058561	20.76251424	21.17218087	21.1088441	21.55607893	21.02289537	20.3717256	20.92826462	20.90280272	20.80979481	21.19778961	22.00244902	23.15014424	22.50697796	22.79984502	23.5211414	23.21923574	21.04218237	21.78825354	22.26007648	21.94857577	22.25031461	21.07710256	21.43993941
M184.0727T4.6	15.62630166	16.2000045	16.74912569	13.35696497	15.40792197	15.88001464	14.58362285	15.47109122	16.78621474	17.12212528	15.40702074	16.59340396	12.62277184	14.65131914	18.57037754	16.95244096	16.88162065	19.69796681	19.80964992	20.50376849	19.8318645	16.92753956	17.4868468	20.0311506	18.46831658	16.93749451	19.64809509	15.93941278
M298.0701T8.98	22.86826963	21.84083285	22.05418166	22.60622356	23.00267683	22.29996398	22.51039355	22.61149337	22.06208205	22.19119027	22.84005679	22.60728945	21.30725252	21.61619568	21.63743459	19.91521402	20.94226893	21.1832707	20.43081596	20.15842848	20.35160248	21.61279022	21.40219706	20.60209169	21.69926997	20.43424949	21.75350364	21.53986308
M399.0105T10.32	12.50208988	13.93746762	13.85666382	10.08282631	10.30504598	12.31498394	13.46958204	12.98959496	13.51628606	14.97234488	13.52729495	13.42003521	14.40777562	14.41679357	15.63982737	14.8350936	15.06827782	15.88477199	17.42330471	17.06655594	16.80799884	14.87642438	15.15665076	17.97545449	15.83615394	15.62408918	16.46926246	14.41662866
M204.0858T4	20.12613224	20.09783025	20.30672703	19.76383804	19.77619718	20.25634807	19.6700848	19.97712896	20.15278863	20.15517276	20.06389271	19.97708982	20.1567028	20.22682727	19.77900031	19.2562179	19.36995362	18.52407871	19.53720532	18.58704497	19.45090173	19.63724786	19.75362287	18.88442395	19.24496536	19.83853164	19.45130913	19.50375743
M303.06T5.81	23.15168443	23.18762679	23.1365661	23.19913837	23.03423006	22.94404714	23.19143157	23.03659923	23.06960055	22.88682706	23.08869298	22.87161802	22.93531417	22.99551012	22.96589206	21.91895748	22.64464297	21.99015695	21.81947825	22.03512697	21.92696842	22.92659642	22.58288713	22.14940478	22.63255707	22.63855457	22.6515057	22.92594138
M219.1069T3.43	21.32230668	21.48407303	21.25526663	21.13338683	21.58423907	21.10993839	22.15695333	22.23478674	21.73091123	21.92468458	21.47204277	21.35617361	20.73221298	21.03628565	20.74346125	19.81972568	20.34106378	20.91706026	20.10296757	20.33438241	20.3567926	20.23974186	20.57232275	20.08748227	20.96149562	21.11080889	20.89864788	20.55801425
M488.163T8.74	24.47244369	24.01131164	23.86289308	23.64496053	24.36039978	24.75781222	23.13848102	24.26147933	24.30152766	24.35093109	24.65334095	24.07470121	23.59674892	23.60211198	23.27790316	21.54276267	22.10745655	22.30357397	22.27549254	21.61177408	22.01499607	23.94894242	23.07495497	22.5032017	23.06941158	22.78115357	23.48283922	23.27952684
M356.9998T9.28	19.19093483	19.73577267	19.27985969	19.82323428	19.63449734	19.74124938	19.73504692	19.18980043	20.10642109	20.561865	20.01205023	20.20733134	19.96571384	19.86861279	20.79145386	19.99470423	20.12499087	21.31011681	22.30167174	22.04828431	21.73768472	20.34267044	19.9985739	21.73145453	21.06495323	20.7987961	21.15783725	20.26981954
M266.0899T2.88	15.57232304	15.96469464	15.65655754	16.12060503	15.88831303	15.6698553	15.93486039	16.03941539	16.41049839	16.599119	16.0207456	16.44906205	16.29831751	15.55821322	16.77625567	16.45729703	16.88285795	16.60552567	18.82025938	17.42197522	17.19884787	16.88710754	16.61490247	16.91934404	17.12936855	17.02729697	17.05612116	16.9263933
M472.1499T6.89	16.91430921	16.47173744	16.31455032	15.97340544	16.81641996	16.34880612	15.75064235	16.97121684	16.69239483	15.69396576	16.41039023	16.54714306	16.2868613	15.6931978	15.40709545	11.51524548	13.87333644	12.25907236	11.29539587	14.0444445	14.0363153	15.77654175	15.05027806	13.52883256	15.29392422	14.73580932	15.0722909	14.74085906
M671.2288T8.77	19.57731873	18.69319392	19.44698452	19.54676995	19.87104161	19.52392542	19.62307861	19.76529387	19.12379355	19.35444655	19.18599427	18.64879466	19.20296699	18.84778898	18.84960882	18.44634832	18.74356726	18.68165501	18.13576739	17.51368519	18.05078183	17.78526663	18.96594151	18.41222622	16.85662856	18.72146672	17.03844428	17.55680913
M705.0556T9.27	13.05979363	14.98008824	15.15025145	13.97571992	12.19145038	12.86016379	15.82818063	14.30239403	15.62059242	14.00439342	14.98603444	14.87087472	14.37202841	15.24594705	15.27059245	15.66242611	16.33919568	16.10782332	16.61101615	16.22993841	16.25349039	16.22667127	15.96192058	16.37738577	16.0687829	16.13240353	15.95312357	15.99515103
M779.2952T10.57	16.07169614	14.75812273	15.27570404	15.43761294	16.08703245	15.45546658	14.6005541	15.97538877	15.74491423	15.50084748	15.65866002	15.50614236	15.60252693	14.81412579	14.60464994	12.60206088	13.67946031	13.05143141	13.37053212	13.54321553	12.82682135	15.7364162	14.33395756	14.11985301	14.19665514	13.8463699	14.14068601	14.81248419
M541.1357T9.64	17.72775497	17.32418406	16.90947827	17.98764263	17.94828338	17.62501244	16.88801663	17.58420283	18.43636141	17.9302401	18.18465552	18.02843275	17.95108319	17.26378268	17.42294105	15.81674519	16.07253062	15.63721807	16.30776345	16.03140829	16.08899915	17.82680355	16.44331203	16.98557848	16.64368007	16.75388137	16.79666578	16.88126933
M722.2367T9.59	16.79410994	15.6718813	16.00615511	16.03611522	17.06842142	16.34794433	16.00452224	16.80316749	16.39706441	15.9794118	16.25980192	16.17739832	16.49548438	15.1827594	15.62701284	14.46828611	15.2014945	14.40037048	14.86446427	15.11992229	14.7649146	15.82422985	15.76859633	14.94728261	15.36988561	14.82717099	15.2868761	15.45341019
M413.1309T10.43	21.64616623	21.11907727	21.05797983	22.41428032	22.46753988	22.08458394	21.46865188	21.68265732	21.97025056	22.640992	22.44341406	21.92007185	21.94796718	21.06506436	21.75113008	20.30966286	20.47308044	20.64415291	20.68240657	20.56027498	20.45525396	21.50387765	20.42236561	20.77076308	20.91468878	20.85856159	20.84948833	21.60629902
M339.1211T4.25	18.54561648	18.56617262	19.14471624	18.52203205	18.50539445	19.13903017	18.27052073	18.60829706	18.8140861	19.42380941	18.76773186	18.80052267	18.77128892	18.79489335	18.76291889	17.09217489	17.49863343	17.06215684	17.77245183	17.30191054	17.65331464	18.39189889	18.34649469	18.42683639	17.5069204	18.53594321	17.84889858	18.04532614
M491.4899T11.15	14.08598359	13.52351663	13.80668756	14.29223894	14.23257532	14.44922604	13.38930598	13.67238114	14.60979628	14.75547598	14.6136433	14.15780718	14.3189184	13.87132774	14.14226265	12.23973366	12.33505002	12.29168442	12.40986133	12.4629595	11.93168084	14.56113696	12.50850838	13.13254198	12.99447047	12.74141621	13.00421309	13.90360039
M412.1466T8.51	20.02799506	19.30843947	19.67527965	18.70038621	19.84781696	19.34083588	19.0687363	19.95589392	19.38992642	18.91801417	19.22138486	19.50965479	19.17237745	18.70414783	18.91385769	16.99644811	18.07415244	18.39956374	17.89273135	18.15498618	18.01140854	19.25006243	18.70899594	17.93896446	18.1731286	18.50590728	18.61611229	18.23538555
M437.1376T10.99	15.06192551	14.72922773	14.8497799	15.73167038	15.69329882	15.57505228	14.93357909	15.02972161	15.46349532	15.9496667	15.6014879	15.32793677	15.63808317	14.781247	15.17645952	12.76125701	13.79454279	13.90629686	13.67917547	14.02617846	13.63454449	15.26198874	13.76998244	14.26853688	14.21164651	14.41453462	14.40014296	15.16281182
M635.2524T9.51	19.63946525	19.31542114	19.78539579	19.20301074	19.46419453	19.45398193	18.96876212	19.53927943	19.43446779	19.82304437	19.3610682	19.30734647	19.70322195	19.6229187	19.43403646	18.04685543	18.55922508	18.28652618	18.91684719	18.45099775	18.29450723	19.30810968	19.09661634	19.29829397	18.60108704	18.92620043	18.82674181	18.80822766
M340.1253T8.54	21.48156099	20.68077157	21.17048869	20.93368273	21.64384078	21.0691239	20.77145078	21.5004281	21.26494135	20.86179572	20.92365174	21.24008905	20.77130891	20.35625529	20.70657949	18.74636736	19.44271271	19.30401012	19.36798886	19.9115238	19.41856728	21.17683664	20.2562421	19.78099688	20.2622371	19.81938796	20.44837244	20.41334489
M849.2623T11.26	16.43544889	16.29764748	16.65723749	16.82070252	16.78932349	16.98506476	15.85038025	16.10138954	17.12943195	17.40303866	16.9058218	16.85786804	16.62970951	16.39436974	16.57720811	14.6883984	15.07311562	15.04530918	15.05576879	15.33030069	15.20676904	16.8615195	15.38850674	15.72049411	15.19814765	16.03105327	15.64182343	16.37734747
M261.1823T3.62	18.88938929	18.6904823	18.98892928	17.75880487	18.58810851	18.69963277	18.51034192	19.4236215	18.84662467	18.57009362	18.43155677	18.51293139	18.76452208	18.80666415	18.36258812	16.35635086	17.61120135	16.84564318	18.00790273	17.46071025	17.6811629	17.36412525	18.57886908	17.89220838	17.74784091	18.12128865	17.6864465	17.52905607
M202.0723T9.38	17.89248708	17.90606558	18.63430731	18.31810099	17.31040687	16.19629667	19.09358004	18.17500124	18.15429203	17.69132846	17.84328438	17.86867307	18.14636283	18.25337663	17.99142663	18.36219427	19.32472949	19.58149061	19.75599787	19.52459604	19.24466695	18.83881983	19.99599758	19.17679623	19.11874721	18.46762346	19.34596587	18.92375633
